inf,-6.283185307179586232e-01,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf
6.283185307179586232e-01,inf,-6.283185307179586232e-01,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf
inf,6.283185307179586232e-01,inf,-6.283185307179586232e-01,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf
inf,inf,6.283185307179586232e-01,inf,-6.283185307179586232e-01,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf
inf,inf,inf,6.283185307179586232e-01,inf,-6.283185307179586232e-01,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf
inf,inf,inf,inf,6.283185307179586232e-01,inf,-6.283185307179586232e-01,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf
inf,inf,inf,inf,inf,6.283185307179586232e-01,inf,-6.283185307179586232e-01,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf
inf,inf,inf,inf,inf,inf,6.283185307179586232e-01,inf,-6.283185307179586232e-01,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf,inf,3.141592653589793116e+00,inf
inf,inf,inf,inf,inf,inf,inf,6.283185307179586232e-01,inf,-6.283185307179586232e-01,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf,3.141592653589793116e+00,inf
inf,inf,inf,inf,inf,inf,inf,inf,6.283185307179586232e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,3.141592653589793116e+00,inf
3.141592653589793116e+00,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,-6.283185307179586232e-01,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf
inf,3.141592653589793116e+00,inf,inf,inf,inf,inf,inf,inf,inf,6.283185307179586232e-01,inf,-6.283185307179586232e-01,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf
inf,inf,3.141592653589793116e+00,inf,inf,inf,inf,inf,inf,inf,inf,6.283185307179586232e-01,inf,-6.283185307179586232e-01,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf
inf,inf,inf,3.141592653589793116e+00,inf,inf,inf,inf,inf,inf,inf,inf,6.283185307179586232e-01,inf,-6.283185307179586232e-01,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf
inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf,inf,inf,inf,inf,inf,6.283185307179586232e-01,inf,-6.283185307179586232e-01,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf
inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf,inf,inf,inf,inf,inf,6.283185307179586232e-01,inf,-6.283185307179586232e-01,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00
inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf,inf,inf,inf,inf,inf,6.283185307179586232e-01,inf,-6.283185307179586232e-01,inf,inf,inf,inf,inf,3.141592653589793116e+00
inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf,inf,inf,inf,inf,inf,6.283185307179586232e-01,inf,-6.283185307179586232e-01,inf,inf,inf,inf,3.141592653589793116e+00
inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf,inf,inf,inf,inf,inf,6.283185307179586232e-01,inf,-6.283185307179586232e-01,inf,inf,inf,3.141592653589793116e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,inf,inf,inf,inf,inf,inf,6.283185307179586232e-01,inf,inf,inf,inf,3.141592653589793116e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,3.141592653589793116e+00,inf
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,3.141592653589793116e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,inf,inf,3.141592653589793116e+00
inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,3.141592653589793116e+00,3.141592653589793116e+00,inf
